"Представьте, что вы уже работаете врачом. Насколько правильно эти утверждения описывают вашу специальность?",,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Время создания,Выберите специальность из списка, 1. Врач должен регулярно тесно общаться с пациентами,"2. Врач работает со сложными переживаниями пациентов: сообщает плохие новости, улаживает конфликты","3. Врач каждый день выполняет операции или мануальные процедуры, например, постановку ЦВК, массаж, УЗИ, артроскопию",4. Врач регулярно работает со сложной в освоении техникой вроде МРТ и линейного ускорителя,"5. Врач регулярно взаимодействует с кровью, гноем, внутренними органами, тяжелыми травмами и другими вещами, которые сильно действуют на впечатлительных людей"," 6. Врачу приходится выдерживать тяжелые физические нагрузки или проводить манипуляции, требующие большой грубой силы","7. Врач часто сталкивается со смертью, неизлечимыми больными и пациентами в тяжелом состоянии",8. Врач проводит большую часть дня сидя на одном месте,9. Врач должен быстро принимать решения и не теряться в критических ситуациях,"10. Врач помогает другому специалисту в постановке диагноза или проведении процедур, но сам не является лечащим", 11. Врач часто работает в команде,12. Врач ведет одного и того же пациента длительное время: примерно год и более,13. Врач должен долгое время проводить стоя, 14. Врач является узким специалистом в определенной сфере," 15. Врач имеет специальность широкого профиля и регулярно обращается к знаниям из смежных областей. Например, терапевт и гастроэнтеролог",16. У врача этой специальности более высокий риск заразиться от пациента,"17. Врач проводит в среднем больше времени за бумажной работой, чем коллеги из других сфер","18. Врач напрямую отвечает за состояние больного, то есть является лечащим", 19. Врач регулярно получает обратную связь и признание от пациентов,20. Врач работает по предсказуемому и постоянному графику,"21. В сообществе врачей многие считают, что эта специальность в большей степени подходит мужчинам",22. Работа предполагает ночные регулярные ночные или суточные смены,23. Врач быстро видит результат своей работы,"Сколько лет после окончания специалитета (6 лет учебы) необходимо, чтобы освоить эту специальность для начала самостоятельной работы","Если условия работы в стационаре и амбулатории значительно отличаются для вашей специальности, напишите, чем именно"
1234031739,2022-10-18 11:57:01,Трансфузиолог,2 балла,2 балла,2 балла,2 балла,3 балла,2 балла,2 балла,4 балла,4 балла,4 балла,4 балла,2 балла,2 балла,4 балла,4 балла,2 балла,4 балла,2 балла,2 балла,4 балла,2 балла,2 балла,,2,только в стационаре
1234031287,2022-10-18 11:56:29,Фтизиатр,4 балла,5 баллов,2 балла,3 балла,5 баллов,3 балла,5 баллов,3 балла,5 баллов,2 балла,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,,3,одинаковые
1234031040,2022-10-18 11:56:11,Пульмонолог,4 балла,4 балла,1 балл,1 балл,1 балл,1 балл,1 балл,2 балла,5 баллов,4 балла,3 балла,3 балла,3 балла,4 балла,5 баллов,2 балла,3 балла,2 балла,2 балла,2 балла,1 балл,1 балл,,1,
1234029165,2022-10-18 11:53:54,Педиатр,5 баллов,5 баллов,3 балла,1 балл,4 балла,2 балла,1 балл,2 балла,5 баллов,1 балл,3 балла,5 баллов,4 балла,1 балл,5 баллов,3 балла,3 балла,5 баллов,3 балла,1 балл,1 балл,5 баллов,,5,
1234025249,2022-10-18 11:49:27,Врач скорой помощи,3 балла,4 балла,3 балла,1 балл,4 балла,4 балла,5 баллов,1 балл,5 баллов,4 балла,4 балла,1 балл,2 балла,4 балла,3 балла,4 балла,2 балла,4 балла,2 балла,3 балла,4 балла,4 балла,,5,"Работы в любых условия, риск для жизни, результат сразу виден и др."
1234024280,2022-10-18 11:48:21,Аллерголог-иммунолог,4 балла,5 баллов,1 балл,1 балл,1 балл,1 балл,1 балл,3 балла,4 балла,1 балл,2 балла,3 балла,1 балл,5 баллов,4 балла,1 балл,4 балла,5 баллов,4 балла,4 балла,1 балл,2 балла,,3,Сложностью пациентов
1234023933,2022-10-18 11:47:57,Педиатр,5 баллов,5 баллов,1 балл,1 балл,2 балла,3 балла,1 балл,3 балла,5 баллов,2 балла,3 балла,5 баллов,3 балла,4 балла,5 баллов,2 балла,4 балла,5 баллов,2 балла,4 балла,1 балл,1 балл,,2,
1234022029,2022-10-18 11:45:45,Врач скорой помощи,5 баллов,4 балла,2 балла,2 балла,2 балла,4 балла,5 баллов,2 балла,5 баллов,4 балла,5 баллов,2 балла,5 баллов,2 балла,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,,2,Скорая помощь имеет свою специфику
1234020195,2022-10-18 11:43:38,Аллерголог-иммунолог,5 баллов,5 баллов,2 балла,4 балла,2 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,3 балла,3 балла,,10,Количество времени на пациента
1234015474,2022-10-18 11:38:15,Врач скорой помощи,2 балла,2 балла,1 балл,1 балл,5 баллов,4 балла,5 баллов,2 балла,5 баллов,1 балл,5 баллов,1 балл,2 балла,1 балл,5 баллов,5 баллов,3 балла,4 балла,1 балл,4 балла,5 баллов,5 баллов,,8,"работа в разных погодных условиях,сменный график(день-ночь,сутки)разнообразный контингент пациентов,правовая незащищенность,высокий риск,большая нагрузка,вредность,отсутсвие хороших условий труда,низкая зарплата,быстрая профвыгорание,профдеформация"
1234010272,2022-10-18 11:32:19,Неонатолог,3 балла,5 баллов,2 балла,1 балл,5 баллов,3 балла,5 баллов,1 балл,5 баллов,1 балл,5 баллов,1 балл,4 балла,5 баллов,4 балла,4 балла,3 балла,5 баллов,3 балла,2 балла,3 балла,5 баллов,,8,Неонатолог работает только в стационаре
1234008432,2022-10-18 11:30:10,Педиатр,4 балла,4 балла,1 балл,1 балл,1 балл,2 балла,2 балла,1 балл,3 балла,2 балла,3 балла,5 баллов,3 балла,2 балла,4 балла,2 балла,4 балла,5 баллов,2 балла,5 баллов,1 балл,1 балл,,1,
1234004783,2022-10-18 11:26:04,Врач скорой помощи,2 балла,4 балла,2 балла,2 балла,4 балла,2 балла,5 баллов,2 балла,5 баллов,4 балла,4 балла,2 балла,2 балла,4 балла,4 балла,5 баллов,2 балла,4 балла,2 балла,4 балла,4 балла,5 баллов,,2,
1234003226,2022-10-18 11:24:20,Педиатр,5 баллов,5 баллов,4 балла,4 балла,5 баллов,1 балл,1 балл,3 балла,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,4 балла,5 баллов,3 балла,3 балла,5 баллов,5 баллов,5 баллов,1 балл,4 балла,,6,
1234000088,2022-10-18 11:20:51,Врач скорой помощи,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,3 балла,3 балла,5 баллов,5 баллов,3 балла,4 балла,4 балла,2 балла,5 баллов,5 баллов,,5,
1233997891,2022-10-18 11:18:30,Гастроэнтеролог,5 баллов,5 баллов,1 балл,1 балл,2 балла,2 балла,5 баллов,1 балл,5 баллов,4 балла,5 баллов,3 балла,1 балл,1 балл,5 баллов,3 балла,4 балла,5 баллов,4 балла,4 балла,1 балл,5 баллов,,2,
1233995044,2022-10-18 11:15:10,Детский хирург,5 баллов,5 баллов,4 балла,4 балла,5 баллов,4 балла,4 балла,1 балл,5 баллов,4 балла,5 баллов,3 балла,4 балла,4 балла,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,2 балла,5 баллов,,1,Нет разницы
1233993612,2022-10-18 11:13:36,Педиатр,4 балла,5 баллов,5 баллов,3 балла,4 балла,2 балла,2 балла,4 балла,5 баллов,2 балла,4 балла,3 балла,1 балл,2 балла,5 баллов,3 балла,4 балла,5 баллов,3 балла,1 балл,2 балла,4 балла,,6,
1233992419,2022-10-18 11:12:12,Психиатр,5 баллов,4 балла,2 балла,1 балл,4 балла,5 баллов,4 балла,1 балл,5 баллов,1 балл,5 баллов,4 балла,2 балла,2 балла,5 баллов,4 балла,2 балла,5 баллов,2 балла,2 балла,2 балла,5 баллов,,2,
1233991161,2022-10-18 11:10:45,Гастроэнтеролог,4 балла,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,2 балла,5 баллов,,5,
1233989295,2022-10-18 11:08:36,Терапевт,5 баллов,4 балла,2 балла,3 балла,4 балла,4 балла,4 балла,3 балла,5 баллов,4 балла,4 балла,2 балла,3 балла,3 балла,4 балла,4 балла,3 балла,4 балла,4 балла,4 балла,2 балла,4 балла,,5,
1233988784,2022-10-18 11:07:59,Врач УЗИ,4 балла,5 баллов,5 баллов,3 балла,1 балл,3 балла,3 балла,5 баллов,5 баллов,5 баллов,1 балл,3 балла,1 балл,5 баллов,4 балла,1 балл,2 балла,2 балла,4 балла,5 баллов,1 балл,1 балл,,1,Не отличаются
1233986478,2022-10-18 11:05:15,Врач УЗИ,5 баллов,5 баллов,5 баллов,1 балл,3 балла,3 балла,2 балла,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,2 балла,2 балла,4 балла,4 балла,4 балла,1 балл,1 балл,4 балла,1 балл,2 балла,,8,
1233985580,2022-10-18 11:04:10,Анестезиолог-реаниматолог,5 баллов,2 балла,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,3 балла,3 балла,4 балла,4 балла,3 балла,5 баллов,5 баллов,2 балла,2 балла,4 балла,5 баллов,,10,экстренностью и обьемом вмешательств. оборудованием. Да собственно всем!
1233984445,2022-10-18 11:02:48,Клинический фармаколог,4 балла,2 балла,2 балла,2 балла,2 балла,2 балла,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,1 балл,5 баллов,2 балла,4 балла,1 балл,2 балла,2 балла,2 балла,2 балла,,5,"В стационаре больше ургентных и нестабильных пациентов. Нужно быстреее принимать решение, сложнее подбирать терапию."
1233982929,2022-10-18 11:00:57,Рентгенолог,5 баллов,1 балл,1 балл,5 баллов,1 балл,1 балл,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,3 балла,1 балл,1 балл,3 балла,1 балл,5 баллов,1 балл,1 балл,3 балла,1 балл,3 балла,,2,Тяжестью патологии пациентов
1233982031,2022-10-18 10:59:52,Врач функциональной диагностики,5 баллов,4 балла,5 баллов,3 балла,4 балла,3 балла,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,3 балла,2 балла,5 баллов,4 балла,4 балла,5 баллов,1 балл,4 балла,5 баллов,2 балла,1 балл,,10,
1233981948,2022-10-18 10:59:46,Эндоскопист,4 балла,2 балла,5 баллов,3 балла,5 баллов,4 балла,5 баллов,4 балла,5 баллов,3 балла,3 балла,5 баллов,5 баллов,4 балла,3 балла,5 баллов,2 балла,1 балл,3 балла,4 балла,3 балла,3 балла,,1,
1233981374,2022-10-18 10:59:02,Общий хирург,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,1 балл,5 баллов,2 балла,5 баллов,4 балла,5 баллов,5 баллов,4 балла,5 баллов,4 балла,2 балла,5 баллов,5 баллов,,15,
1233980123,2022-10-18 10:57:33,Общий хирург,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,4 балла,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,1 балл,4 балла,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,1 балл,5 баллов,5 баллов,,10,
